author,text
이먀,"이게임 전작포함 4년간 한 유저입니다. 저는 적지않은 시간과 돈을 들여가며 플레이했음에도 아래에서 언급하는 웨이보 글이 터지자 마자 현타 개씨게와서 바로 탈퇴하고 환불처리 했구요.개 ㅆ이것만생각하면 속에서 천불이납니다 아무튼 각설하고,게임관련해서 좀더 세세한 내용을 알려드리고자 합니다.

웃긴건 샤이닝 니키 전작인 아이러브니키에서는 중국풍,한복 태그가 분명 따로 존재하고있었고,중국 개발 게임인만큼 모든 중국옷 모티브인 동양풍 의상에 중국풍 의상태그가 붙지 않은 아이템은 많았으나,누가봐도 한복이다 싶은 의상에서는 한복 태그가 달려있었습니다.
또한 모든 한복의상이 한국서버 최초공개였을 뿐만 아니라 한국에만 존재하는 한복의상도 있구요 ㅡㅡ그래서 한국유저들 대부분 이 사건이 터지기 전까지는 이런일이 일어날거라 상상조차 못했습니다.하.......

샤이닝니키 한복 의상세트인 세월의 한울, 품위의 가온길  최초공개때만해도 중국유저들 사이에서는 중국전통의상도 한국에서 공개한 한복처럼 저렇게 고증을 지키며 내달라.(여성유저층이 대부분이어서 중국 전통의상 대부분이 개량의상이거나 레이스가 치렁치렁 달려있었다고하네요)는 의견이 많았다고 합니다.
여담으로 한국서버 출시 약 7개월 전에도 개량한복식의 한복을 냈었는데 이때 중국유저들의 의견은 이렇게 남의나라 의상을 고증도 지키지 않으면서 내다니 한국유저들에게 비난받을까 두렵다.(의상 출시 당시였나 직후였나는 기억이 잘 안나는데 한국서버 오픈 준비를 위한 채용공지가 올라왔었어서 한국서버 오픈을 추측할 수 있었습니다.)는 의견이 대부분이었다고 하네요.
사건의 발단은 정확치는 않으나 중국쪽에서 유명한 팬아트 유저가 이옷은 중국의 옷이다.를 주장하면서 중국쪽에서도 순식간에  불이붙어 중국의 소수민족중 조선족도 있는데 이옷은 조선족의상이니 한복은 중국옷이 맞다는 개븅신같은 논리를 시전하게 됩니다.
일이 점점 커지자 이를 한국유저들도 알게되었고 한국 유저쪽에서도 개븅신같은 논리 펼치지 말라며 맞불을 놓기 시작하자 중국 개발사의 웨이보에서 자기네 의견은 조국(중국)의 입장과 일치하다며 적극적으로 중국 기업의 책임과 사명을 다한다,섬요난난(샤이닝니키의 중국이름)한국서버에서 조국을 모욕하거나 악의적인 사실을 퍼트린 유저는 담당팀과 컨텍하여 채금,계정을 취한다등 한국유저들에게있어서 절대 취해서는 안될태도를 취하게 됩니다.여담으로 개임내 채팅에서 코리아,프리덤같은 단어들도 추가적으로 블러처리를 하게되구요.화가 날대로 난 유저들은 대거이탈과 동시에 환불요구를 하게되고 당연스레 공식카페에서는 환불과 탈퇴관련 질문글, 중국을 욕하는 글들 이 넘쳐나게되고 운영진측에서는 글삭제등을 하며 한국 유저들을 더욱 화나게 만들었습니다.
그러다 공지글이 하나 올라오게 되는데 지금까지 카페운영을 맡은 운영진이 아니라 카페방문횟수 2회의 카페운영자가 한국 서버 종료를 알리게 됩니다.븅신같은 논리를 중국어로 첨부한 링크를 덤으로요.
후에 기존에있던 카페운영진측에서 환불,탈퇴,서버종료 관련에 대한 사과글을 올리게 되는데 약 50분뒤 사과내용은 싹 사라진채로 공지만 전하는 글로 수정되구요.정말 한국유저로써 모욕이란 모욕은 다 당하는 수모를 겪었습니다.
여러분은 아실지 모르겠지만 성우진이나 광고등 니키 사전예약시즌에 게임사에서 굉장한 돈을 투자 한 것으로 보이는데,한 나라의 미친 사상이 송두리째 날려버렸습니다.니키만큼 광고하고 성우진에 신경쓴 해외 게임도 적을겁니다.그런게임이 일주일만에 샷다를 내렸어요.여러분 조심하세요 중국게임은 절대 하지도 말고 쳐다도 보지 마세요.
이 게임내 문제를 니키한정으로 쉽게 보시는 분들이 있는데,언젠가 롤의 아리가 한순간에 중국인 설정으로 입으로는 짜요를 외칠지 모릅니다."
Piaget In the yellow Rubber barrel,쿠키보고 추천박았습니다.
노기의 게임방,중국은 프리패스 우리는 눈치 보느라 바쁜...뭐 현정부의 기조와 동일하다고 생각되네요.
쀍뛣쮉쀓쮏뛝,"대학에 중국 유학생이 있으며 그러한 유학생의 친구의 말을 인용하면
1. 트짹은 트짹이다. 정신병있는 것들 뿐이다. 저기서 한복=한푸를 주장하는 것들은 중국인 중 극소수이다. 물론 극소수가 우리나라 인구보다 많은 것이다.
2. 중국의 웨이보에서 자국뽕 빠는 새끼들은 일본의 2ch나 우리나라 일베 같은 느낌이며 그곳의 있는 것들의 학벌은 상상에 맡긴다.
3. 모든 나라가 그렇듯이 역사 ㅈ같이 알고 그것으로 타국고 맞짱뜨는 새끼들은 만국 공통으로 손가락이 소세지이다. 물론 그 인구가 한국보다 많은 것 뿐이다."
새책,중국은 반드시 멸망해야 한다. 지구의 평화를 위해서!!!
금은누리,"성회형이 이제 업로드가 없고 조용하면 신비로워진거네? 형.... 어떤일이 있더라도 모르는사람 오면 문열어주지마....                                                                                                                                                           











안열어줘도 잡아가나?"
원기옥,주변국 침략 명분다지기죠. 동북공정은. 너네땅 원래 우리거였어 이런거죠. 이미 주변국들을 침략했고 하고 있구요. 티벳 신장 내몽고 만주등도 그러했죠. 정신 안차리면 다음은 우리차례 입니다.
에라돈,"착한  
죽은"
ASTERN,중국이 주변국들 문화 다 자기꺼라고 우기는 이유: 진짜 자기들거는 문혁때 다 조져서 남은 게 없음
응애,"솔직히 한복이 한국 출시기념으로 나온건데
게임사가 그걸몰랐겠음?
게임사도 살고싶었던거임 ㅋㅋㅋㅋㅋ
우디르야 우디르 ㅋㅋㅋ"
박소준,역시 ㅊㅉㅈㅉ
GI Troll,Free Tibet. Taiwan No.1. China No.??
이먀,후련
cy c,反!中!滅!共!
갱용,진짜 이런 상황에 입싸물고 있는 정부도 한심해보임 일본이 다케시마의 다자만 꺼내도 ‘더이상 일본에 지지 않겠습뉘다 ㅂㄷㅂㄷ’ 이러고 있으면서 중국엔 한마디 못하네ㅋ 단순히 게임인데 왜 정부까지 끌고오냐고? 낙타새끼가 춥다고 코만 텐트안에 집어넣게 해달라고 할 때 낙태새끼 못 후려치면 결국 낙타한테 텐트고 나발이고 다 뺏기는 거야ㅋㅌ
나태준,중국은 제정신 차리면 안됨 지금 정신차리면 중국 공산당과 독제정권 이 무너지지않음 이대로 쭈욱 가서 자신들이 뿌린 씨앗이 자승자박 하는 형국이 되어 독제 정권이 무너지는 시나리오로 가야됨
강효승,이영상을 문모씨에게 추천합니다.
임채복,킹스맨영화에서 발렌타인이 했던 말중에 기억나는 말이 있음. 각국의 정보부와 접촉한걸 물어보는 씬이였는데 '중국은 정보부 이름도 안알려져있어 그게 진짜 첩보조직이지' 라고 말하는데 한참 웃으면서 보다가 그 대목에서 살짝 서늘하더라 ㄹㅇ.
유지영,환불이나 제대로 하고 튀면 몰라 진짜 ㄹㅇ 먹튀..
ㅇㅇ,영어도 지내꺼라며
점검중분유,"Free Tibet,Free Hongkong,Free Uyghur,Chao ni Mao"
의무병너구리,싫어요 국적 실명제 ㅋㅋㅋㅋㅋ
박유찬,시진 핑핑아 밥먹자 마오 쪄둥
피닉캅,중공은 박살내고 중국영토는 수십개로 쪼개놔야
OwO,중국은 언제 핵 맞는걸까 너무 기다려진다 진짜
이즈,3.1 운동 등 민주화 운동의 상징인 한푸를 지지하다니 중국여러분의 민주화를 적극 지지합니다. 제2의 천안문운동을 적극 지지합니다
Surplus King,삼국지: ???
Moorisu,아!! 그런데 우리나라 한복韓服이란 쟤들 한복漢服이랑 한자어가 다릅니다 ㅇㅇ 한나라의상 잘 쳐입으라고 하고 제발 공산당들 시키는데로 트위터좀 안하길 바래요
YS H,마오 ~ 쩌둥!
Heart Aim,유니클로는 불매하고 원신은 과금하는 등-신같은 새끼들...
고기맛사탕,"팩트:""다 맞는말이다"""
我记得天安门事件,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 얘드라 
중국이 중국했다 라고 그냥 웃고 넘어가지?
이거 남 일 아니고 앞으로 니들한테 닥칠 일임ㅋㅋㅋㅋ
동북공정ㅋㅋ
현재 통수권자의 스탠스를 봐라 친중반미ㅋ
곧 한국은 중국의 속국이 될꺼다"
암기목록,형도 죽지않게 조심해 ㄷ
J OON,보다가 혈압 터져서 눕습니다
손지수,곧있음 기모노도 지들꺼라 할게 뻔함ㅋㅋㅋㅋㅋ 일본 극우들이랑 한판 싸우는거 눈에 훤하다 훤해 어우
MD Uta,핑핑아 마오 ㅋㅋㅋㅋㅋㅋ
박홍열,나라 양쪽에서 민폐들 정말
나기,"전세계에 똥을 퍼나르고, 미안한 기색은 커녕 코로나 종식됐다며 공장 가동, 황사 콜라보까지. 이만큼 미개하고 찐따같고, 민폐스러운 나라가 또 있을까?"
구덕모,핑핑아 ㅋㅋ 푸우도 있는데 마지막짤 짱입니다
윤동수,중화인민공화국 전통복장? 그거 쑨원이 만든 110년된 인민복 말고 더있어?? 나머지는 문혁때 봉건적이라며 다 태워버렸다면서 ㅋㅋㅋㅋㅋ
정민영,5:54 어우 시원해 이래야 성회형이지
유준영,0:55 왜 중국에 대만이 포함된거죠?
한준희,"폴아웃이 실현될까 두렵다
거기도 중국이 나라 망하니까 같이죽자고 핵 쏴갈긴거잖아"
after newafter,짜장면을 끊었지 내가 그래서 .그런데 혹 정치색 관련으로 사람 죽이려 하는건 아닐까 조금 걱정도 되네요
PAPA pA,아바타 옷입히기 게임 팔면서 뭔 국뽕이냐 진짴ㅋㅋㅋㅋㅋㅋㅋㅋㅋ그럼 한국에서 장사하지말던가
Moorisu,으아니 택배 조심하셔요 ㅠㅠ
해외반응이야기,뭐든 인구수 많은게 짱임.. 우리나라는 2070년 추정 인구수가 3천만이라는데.. 우리나라는 이미 스스로 망하는길로 향하고 있지 않나 싶어서 안타깝다.. 신작 게임이 출시를 해도 한국어는 항상 뒤로 밀려나고 한글화를 한다고 해도 기본 중국어 베이스에 한국어 묻히기니.. 점점 대한민국 인구감소는 심화될텐데 대한민국 국민들이 앞으로 세상에 얼마나 더 크고 많은 소리를 낼 수 있을까??
我记得天安门事件,차별금지법ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 니들의 미래가 암울하다
我记得天安门事件,"중국은 앞으로 한국에 원자재, 중간재, 완제품, 기술력 등 어떤 것에도 의존도 하지 않고 
중국이 처음부터 끝까지 가능한 시스템을 구축할거다. 
그땐 한국? 그냥 좆망하는거지
어르신들이 반공반공드립쳤던 이유가 뭐였는지 
10년 안에 몸으로 깨닫게 될거다
암튼, 니들이 해야할 건 유니클로 불매, 도요타 불매 따위가 아니라 
중공 경계 즉, 반중공을 해야한다 이거야"
PAPA pA,아니 만주족 옷 지울거면 치파오도 포기할건가?? 자기나라 문화 지우는건 진짜 프로임
이창현,K-pop은 Korea hiphop인데 지네들거라고 하네 개지랄도 정도껏 해야
안굴,중국게임 돈주고 플레이하는 흑우새끼들부터 잡아야한다
김태환,제발 즈그들이 금지한 트위터 유투브에서 나가줬음 좋겠다
huiwon ju,음.. 북한을 북한이라 안부르고 조선이라고부르는건 중국이나 일본등 의외로 많다는게... 그중 하나가 항미원조인거죠
정제희,사라져버린 페이몬도 언급해주세요ㅠㅜ
아싸싸,이 나라가 이해가 안되는건 일본제품 불매운동을 미친듯이 하고 싶어하는데. 중국제품에 관해서는 누구하나 불매운동하려는 사람이 없음..
study cho,주펄님을 샤이닝니키에~!!
kh ki,진짜 이 영상만큼 비추실명제 되는 영상도 드문데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
cs j,"한국은 위대하고
중국은 개쓰레기"
이마루,중국놈들 역사가 있었던 증거가 있나요? 아 없지참ㅋㅋㅋㅋ
샘마루,"땅이 넓어 대국이나, 그 안에 사는 사람의 속 하나 하나가 너무 작아 소국이니.
그 평균을 어림잡아 중국이라 한다."
임창균,"진짜 장쉐량이 인류사의 죄인이지ㅋㅋㅋㅋㅋ
그놈이 장제스 구금만 안했으면 국공합작 같은거 없고
중국공산당도 없었겠지."
Sunny photo film,중국게임 불매 운동 해야 됨
그냥신경끌래,트위터하는 중국인들 아마 댓글부대일거임 ㅋ
m flo,"마지막 스펀지밥 ㅋㅋㅋ
아조씨 사랑해요"
낙낙2,"영상속에서 나오는 문화말살정책은 진짜 중국에서 행했던 일입니다 ㅋㅋ
그러고 하는게 남의 문화 뺐을생각하는거 ㅋㅋ"
에밀싱클레어,"이 말만 하면 끝나는거로 아는데
在这里见到法轮功修炼者，真高兴。对下一个集结地应该很清楚吧?"
B,쟤네가 원하는건 쪽수로 밀어붙여서 아시아 문화 잘 모르는 놈들이 아! 한복 등이 중국꺼구나! 라고 인지하게 만드는 거 같음 다들 목이나 매달으라고 하려다 입 다문당
Bang Jade,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ㅈㄴ웃기네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ문화열등감ㅋㅋㅋㅋㅋㅋㅋㅋ"
기훈,정신병자같은 헛소리를 왜 하고 있는지... ? 아직도 제네는 아편 빨고 있나보네요!
KKOMOO KIM,"사실, 이건 우리 위기가 아니라 중국 위기인 거 같음. 
홍위병이 득세해서 여기저기 들쑤시면서 수출길 막으면 누가 손해겠나."
fndjd jsj,진짜 바이든이 중국만 똑같이 조져줬으면 좋겠다
정인호,편안
김호태,"중국색히들은 우기면 다 가능하다 싶은가봐. 위구르족 박해, 홍콩 까지... 미친넘들 진짜.5호 16국 시절로 쪼개져야 될텐데..진핑이가 계속 저랬으면 국제적 비호감 되면서 세계에서 왕따 되는거가 현실 됬으면 좋겠다"
Jin Hong Kim,오우쉣 형님 잡혀가시는거 아닙니까
HUNTER TV,"최근에는 한글도 중국어 사투리에서 비롯됐다고 우기고 있지. 병신들 잡기에는 트럼프 방망이가 최고였는데, 바이든이 당선되었으니 더욱 활기를 치겠군."
loadoftime1,"대중 무역수지가 압도적인 이익을 보고 있는 상황이라 지켜보고 있는게죠 뭐 .
대충 잡아도 19년도기준 28억달러 이익을 보는걸로 압니다."
화귀,"불호 양극화 오졌넼ㅋㅋㅋㅋㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋ
자업자득이고연"
홍시형,선생님 진짜 존경합니다 속이 시원하네요
KKOMOO KIM,"애국도 안에서 우리끼리 할 때나 애국이지. 
흘러넘쳐버리면 저렇게 됨."
쀼쀼뺘뺘,중국애들 통한의 비추 보소 ㅋㅋㅋㅋㅋㅋ
민트초코코로네,놀랍게도 찬란했던 문화유산들은 그들이 존경하는 모택동이 불태우고 찢어버리고 다 깨뽀개버렸다 그들은 사실상 한족이 아니쥬 본인들 손으로 본인들의 문화를 박살냈는데  중국 당나라 시대의 문화가 가장 잘보존된게 일본이고 명나라 시대의 문화가 잘 보존된게 한국이라 그들이 그걸 배우러 오는 정도입니다 그들이 말하는 찬란했던 한족은 없습니다
ㅇㅇ,롤도 정신차리자 세읍읍이 머냐
낙낙2,"g식이형 위험한거 아냐!? ㅎㄷㄷ
멘트가 너모 쌘데!?"
Jun Young Jung,"역시 사람수와 땅의 넓이는 대국
사람들 마음크기는 작아서 소국
합치면 중국이구나"
호불호가갈리는세상,명나라 시절에 한복 입은 주인공을 내새운 사극을 만들더니이제는 중국거라 우기네.중국 드라마에 중국 배우가 한복 입고 나오면 중국거라고 믿는 소리....
